21.529s | tick 12056 | track 1 | ch 1 | Pitch Bend +1536 (raw 9728)
21.529s | tick 12056 | track 1 | ch 2 | Pitch Bend +1536 (raw 9728)
21.536s | tick 12060 | track 1 | ch 1 | Pitch Bend +1280 (raw 9472)
21.536s | tick 12060 | track 1 | ch 2 | Pitch Bend +1280 (raw 9472)
21.543s | tick 12064 | track 1 | ch 1 | Pitch Bend +768 (raw 8960)
21.543s | tick 12064 | track 1 | ch 2 | Pitch Bend +768 (raw 8960)
21.543s | tick 12064 | track 1 | ch 3 | Note On E2 (40) vel 71
21.543s | tick 12064 | track 1 | ch 10 | Note On E2 (40) vel 122
21.550s | tick 12068 | track 1 | ch 1 | Pitch Bend +128 (raw 8320)
21.550s | tick 12068 | track 1 | ch 2 | Pitch Bend +128 (raw 8320)
21.550s | tick 12068 | track 1 | ch 10 | Note On A#2 (46) vel 71
21.629s | tick 12112 | track 1 | ch 10 | Note Off E2 (40) vel 71
21.636s | tick 12116 | track 1 | ch 1 | Pitch Bend +768 (raw 8960)
21.636s | tick 12116 | track 1 | ch 2 | Pitch Bend +768 (raw 8960)
21.643s | tick 12120 | track 1 | ch 1 | Pitch Bend +1024 (raw 9216)
21.643s | tick 12120 | track 1 | ch 2 | Pitch Bend +1024 (raw 9216)
21.643s | tick 12120 | track 1 | ch 10 | Note Off A#2 (46) vel 71
21.657s | tick 12128 | track 1 | ch 1 | Pitch Bend +1408 (raw 9600)
21.657s | tick 12128 | track 1 | ch 2 | Pitch Bend +1408 (raw 9600)
21.664s | tick 12132 | track 1 | ch 1 | Pitch Bend +1920 (raw 10112)
21.664s | tick 12132 | track 1 | ch 2 | Pitch Bend +1920 (raw 10112)
21.664s | tick 12132 | track 1 | ch 3 | Note Off E2 (40) vel 71
21.671s | tick 12136 | track 1 | ch 1 | Pitch Bend +1792 (raw 9984)
21.671s | tick 12136 | track 1 | ch 2 | Pitch Bend +1792 (raw 9984)
21.679s | tick 12140 | track 1 | ch 1 | Pitch Bend +1664 (raw 9856)
21.679s | tick 12140 | track 1 | ch 2 | Pitch Bend +1664 (raw 9856)
21.693s | tick 12148 | track 1 | ch 1 | Pitch Bend +512 (raw 8704)
21.693s | tick 12148 | track 1 | ch 2 | Pitch Bend +512 (raw 8704)
21.700s | tick 12152 | track 1 | ch 1 | Pitch Bend +128 (raw 8320)
21.700s | tick 12152 | track 1 | ch 2 | Pitch Bend +128 (raw 8320)
21.786s | tick 12200 | track 1 | ch 1 | Pitch Bend +512 (raw 8704)
21.786s | tick 12200 | track 1 | ch 2 | Pitch Bend +512 (raw 8704)
21.793s | tick 12204 | track 1 | ch 1 | Pitch Bend +640 (raw 8832)
21.793s | tick 12204 | track 1 | ch 2 | Pitch Bend +640 (raw 8832)
21.800s | tick 12208 | track 1 | ch 1 | Pitch Bend +1152 (raw 9344)
21.800s | tick 12208 | track 1 | ch 1 | Note Off E2 (40) vel 114
21.800s | tick 12208 | track 1 | ch 2 | Pitch Bend +1152 (raw 9344)
21.800s | tick 12208 | track 1 | ch 2 | Note Off E2 (40) vel 114
21.807s | tick 12212 | track 1 | ch 1 | Pitch Bend +1280 (raw 9472)
21.807s | tick 12212 | track 1 | ch 2 | Pitch Bend +1280 (raw 9472)
21.807s | tick 12212 | track 1 | ch 10 | Note On A#2 (46) vel 75
21.814s | tick 12216 | track 1 | ch 1 | Pitch Bend +1408 (raw 9600)
21.814s | tick 12216 | track 1 | ch 2 | Pitch Bend +1408 (raw 9600)
21.814s | tick 12216 | track 1 | ch 1 | Pitch Bend 0 (raw 8192)
21.814s | tick 12216 | track 1 | ch 1 | Note On E2 (40) vel 108
21.814s | tick 12216 | track 1 | ch 3 | Note On E2 (40) vel 77
21.814s | tick 12216 | track 1 | ch 10 | Note On C2 (36) vel 122
21.821s | tick 12220 | track 1 | ch 2 | Pitch Bend 0 (raw 8192)
21.821s | tick 12220 | track 1 | ch 2 | Note On E2 (40) vel 108
21.836s | tick 12228 | track 1 | ch 1 | Note Off A#2 (46) vel 108
21.843s | tick 12232 | track 1 | ch 2 | Note Off A#2 (46) vel 108
21.864s | tick 12244 | track 1 | ch 1 | Note Off E2 (40) vel 108
21.864s | tick 12244 | track 1 | ch 2 | Note Off E2 (40) vel 108
21.900s | tick 12264 | track 1 | ch 10 | Note Off A#2 (46) vel 122
21.921s | tick 12276 | track 1 | ch 10 | Note Off C2 (36) vel 122
21.943s | tick 12288 | track 1 | ch 3 | Note Off E2 (40) vel 77
21.950s | tick 12292 | track 1 | ch 1 | Note On E2 (40) vel 107
21.957s | tick 12296 | track 1 | ch 2 | Note On E2 (40) vel 107
22.086s | tick 12368 | track 1 | ch 10 | Note On A#2 (46) vel 69
22.086s | tick 12368 | track 1 | ch 1 | Note On E3 (52) vel 113
22.086s | tick 12368 | track 1 | ch 3 | Note On E2 (40) vel 92
22.086s | tick 12368 | track 1 | ch 10 | Note On E2 (40) vel 121
22.093s | tick 12372 | track 1 | ch 2 | Note On E3 (52) vel 113
22.150s | tick 12404 | track 1 | ch 1 | Note Off E2 (40) vel 113
22.150s | tick 12404 | track 1 | ch 2 | Note Off E2 (40) vel 113
22.171s | tick 12416 | track 1 | ch 10 | Note Off A#2 (46) vel 121
22.179s | tick 12420 | track 1 | ch 10 | Note Off E2 (40) vel 121
22.200s | tick 12432 | track 1 | ch 3 | Note Off E2 (40) vel 92
22.221s | tick 12444 | track 1 | ch 1 | Note Off E3 (52) vel 113
22.221s | tick 12444 | track 1 | ch 1 | Note On E2 (40) vel 105
22.229s | tick 12448 | track 1 | ch 2 | Note Off E3 (52) vel 113
22.229s | tick 12448 | track 1 | ch 2 | Note On E2 (40) vel 105
22.271s | tick 12472 | track 1 | ch 1 | Note Off E2 (40) vel 105
22.271s | tick 12472 | track 1 | ch 2 | Note Off E2 (40) vel 105
22.357s | tick 12520 | track 1 | ch 10 | Note On A#2 (46) vel 79
22.357s | tick 12520 | track 1 | ch 1 | Note On E2 (40) vel 111
22.357s | tick 12520 | track 1 | ch 3 | Note On E2 (40) vel 92
22.357s | tick 12520 | track 1 | ch 10 | Note On C2 (36) vel 122
22.364s | tick 12524 | track 1 | ch 2 | Note On E2 (40) vel 111
22.436s | tick 12564 | track 1 | ch 10 | Note Off C2 (36) vel 122
22.450s | tick 12572 | track 1 | ch 10 | Note Off A#2 (46) vel 122
22.479s | tick 12588 | track 1 | ch 3 | Note Off E2 (40) vel 92
22.500s | tick 12600 | track 1 | ch 1 | Note On D3 (50) vel 110
22.500s | tick 12600 | track 1 | ch 10 | Note On C2 (36) vel 115
22.500s | tick 12600 | track 1 | ch 2 | Note On D3 (50) vel 110
22.514s | tick 12608 | track 1 | ch 1 | Note Off E2 (40) vel 110
22.521s | tick 12612 | track 1 | ch 2 | Note Off E2 (40) vel 110
22.579s | tick 12644 | track 1 | ch 10 | Note Off C2 (36) vel 115
22.629s | tick 12672 | track 1 | ch 10 | Note On A#2 (46) vel 71
22.636s | tick 12676 | track 1 | ch 1 | Note On E2 (40) vel 111
22.636s | tick 12676 | track 1 | ch 3 | Note On E2 (40) vel 89
22.636s | tick 12676 | track 1 | ch 10 | Note On E2 (40) vel 123
22.636s | tick 12676 | track 1 | ch 1 | Note Off D3 (50) vel 111
22.636s | tick 12676 | track 1 | ch 2 | Note On E2 (40) vel 111
22.643s | tick 12680 | track 1 | ch 2 | Note Off D3 (50) vel 111
22.686s | tick 12704 | track 1 | ch 1 | Note Off E2 (40) vel 111
22.693s | tick 12708 | track 1 | ch 2 | Note Off E2 (40) vel 111
22.714s | tick 12720 | track 1 | ch 10 | Note Off E2 (40) vel 123
22.729s | tick 12728 | track 1 | ch 10 | Note Off A#2 (46) vel 123
22.750s | tick 12740 | track 1 | ch 3 | Note Off E2 (40) vel 89
22.771s | tick 12752 | track 1 | ch 1 | Note On E2 (40) vel 114
22.771s | tick 12752 | track 1 | ch 2 | Note On E2 (40) vel 114
22.907s | tick 12828 | track 1 | ch 1 | Note On C3 (48) vel 118
22.907s | tick 12828 | track 1 | ch 3 | Note On E2 (40) vel 98
22.907s | tick 12828 | track 1 | ch 10 | Note On C2 (36) vel 122
22.914s | tick 12832 | track 1 | ch 2 | Note On C3 (48) vel 118
22.914s | tick 12832 | track 1 | ch 1 | Note Off E2 (40) vel 118
22.914s | tick 12832 | track 1 | ch 10 | Note On A#2 (46) vel 65
22.921s | tick 12836 | track 1 | ch 2 | Note Off E2 (40) vel 118
23.007s | tick 12884 | track 1 | ch 10 | Note Off C2 (36) vel 65
23.007s | tick 12884 | track 1 | ch 10 | Note Off A#2 (46) vel 65
23.021s | tick 12892 | track 1 | ch 3 | Note Off E2 (40) vel 98
23.036s | tick 12900 | track 1 | ch 1 | Note Off C3 (48) vel 118
23.043s | tick 12904 | track 1 | ch 1 | Note On E2 (40) vel 106
23.043s | tick 12904 | track 1 | ch 2 | Note Off C3 (48) vel 118
23.050s | tick 12908 | track 1 | ch 2 | Note On E2 (40) vel 106
23.086s | tick 12928 | track 1 | ch 1 | Note Off E2 (40) vel 106
23.093s | tick 12932 | track 1 | ch 2 | Note Off E2 (40) vel 106
23.179s | tick 12980 | track 1 | ch 1 | Note On E2 (40) vel 108
23.179s | tick 12980 | track 1 | ch 3 | Note On E2 (40) vel 89
23.179s | tick 12980 | track 1 | ch 10 | Note On E2 (40) vel 122
23.186s | tick 12984 | track 1 | ch 2 | Note On E2 (40) vel 108
23.186s | tick 12984 | track 1 | ch 10 | Note On A#2 (46) vel 75
23.271s | tick 13032 | track 1 | ch 10 | Note Off E2 (40) vel 75
23.271s | tick 13032 | track 1 | ch 10 | Note Off A#2 (46) vel 75
23.300s | tick 13048 | track 1 | ch 3 | Note Off E2 (40) vel 89
23.314s | tick 13056 | track 1 | ch 1 | Note On A#2 (46) vel 115
23.321s | tick 13060 | track 1 | ch 2 | Note On A#2 (46) vel 115
23.321s | tick 13060 | track 1 | ch 1 | Note Off E2 (40) vel 115
23.329s | tick 13064 | track 1 | ch 2 | Note Off E2 (40) vel 115
23.450s | tick 13132 | track 1 | ch 1 | Note On E2 (40) vel 111
23.450s | tick 13132 | track 1 | ch 3 | Note On E2 (40) vel 86
23.450s | tick 13132 | track 1 | ch 10 | Note On C2 (36) vel 122
23.450s | tick 13132 | track 1 | ch 10 | Note On A#2 (46) vel 72
23.457s | tick 13136 | track 1 | ch 2 | Note On E2 (40) vel 111
23.471s | tick 13144 | track 1 | ch 1 | Note Off A#2 (46) vel 111
23.471s | tick 13144 | track 1 | ch 2 | Note Off A#2 (46) vel 111
23.493s | tick 13156 | track 1 | ch 1 | Note Off E2 (40) vel 111
23.500s | tick 13160 | track 1 | ch 2 | Note Off E2 (40) vel 111
23.543s | tick 13184 | track 1 | ch 10 | Note Off A#2 (46) vel 72
23.557s | tick 13192 | track 1 | ch 10 | Note Off C2 (36) vel 72
23.557s | tick 13192 | track 1 | ch 3 | Note Off E2 (40) vel 86
23.586s | tick 13208 | track 1 | ch 1 | Note On E2 (40) vel 111
23.593s | tick 13212 | track 1 | ch 2 | Note On E2 (40) vel 111
23.721s | tick 13284 | track 1 | ch 1 | Note On B2 (47) vel 110
23.721s | tick 13284 | track 1 | ch 3 | Note On E2 (40) vel 92
23.721s | tick 13284 | track 1 | ch 10 | Note On E2 (40) vel 122
23.729s | tick 13288 | track 1 | ch 2 | Note On B2 (47) vel 110
23.736s | tick 13292 | track 1 | ch 10 | Note On A#2 (46) vel 71
23.814s | tick 13336 | track 1 | ch 10 | Note Off E2 (40) vel 71
23.821s | tick 13340 | track 1 | ch 10 | Note Off A#2 (46) vel 71
23.850s | tick 13356 | track 1 | ch 3 | Note Off E2 (40) vel 92
23.857s | tick 13360 | track 1 | ch 1 | Note Off B2 (47) vel 110
23.857s | tick 13360 | track 1 | ch 1 | Note On C3 (48) vel 111
23.864s | tick 13364 | track 1 | ch 2 | Note Off B2 (47) vel 110
23.864s | tick 13364 | track 1 | ch 2 | Note On C3 (48) vel 111
23.936s | tick 13404 | track 1 | ch 1 | Note Off E2 (40) vel 111
23.943s | tick 13408 | track 1 | ch 2 | Note Off E2 (40) vel 111
23.993s | tick 13436 | track 1 | ch 1 | Note Off C3 (48) vel 111
24.000s | tick 13440 | track 1 | ch 1 | Note On E2 (40) vel 110
24.000s | tick 13440 | track 1 | ch 3 | Note On E2 (40) vel 92
24.000s | tick 13440 | track 1 | ch 10 | Note On C2 (36) vel 123
24.000s | tick 13440 | track 1 | ch 2 | Note Off C3 (48) vel 111
24.000s | tick 13440 | track 1 | ch 10 | Note On A#2 (46) vel 72
24.000s | tick 13440 | track 1 | ch 2 | Note On E2 (40) vel 110
24.043s | tick 13464 | track 1 | ch 1 | Note Off E2 (40) vel 110
24.050s | tick 13468 | track 1 | ch 2 | Note Off E2 (40) vel 110
24.086s | tick 13488 | track 1 | ch 10 | Note Off A#2 (46) vel 72
24.100s | tick 13496 | track 1 | ch 10 | Note Off C2 (36) vel 72
24.114s | tick 13504 | track 1 | ch 3 | Note Off E2 (40) vel 92
24.136s | tick 13516 | track 1 | ch 1 | Note On E2 (40) vel 108
24.136s | tick 13516 | track 1 | ch 2 | Note On E2 (40) vel 108
24.264s | tick 13588 | track 1 | ch 10 | Note On A#2 (46) vel 73
24.271s | tick 13592 | track 1 | ch 1 | Note On E3 (52) vel 117
24.271s | tick 13592 | track 1 | ch 3 | Note On E2 (40) vel 83
24.271s | tick 13592 | track 1 | ch 10 | Note On E2 (40) vel 123
24.271s | tick 13592 | track 1 | ch 2 | Note On E3 (52) vel 117
24.350s | tick 13636 | track 1 | ch 10 | Note Off A#2 (46) vel 123
24.364s | tick 13644 | track 1 | ch 10 | Note Off E2 (40) vel 123
24.371s | tick 13648 | track 1 | ch 1 | Note Off E2 (40) vel 117
24.379s | tick 13652 | track 1 | ch 2 | Note Off E2 (40) vel 117
24.386s | tick 13656 | track 1 | ch 3 | Note Off E2 (40) vel 83
24.407s | tick 13668 | track 1 | ch 1 | Note On E2 (40) vel 111
24.414s | tick 13672 | track 1 | ch 2 | Note On E2 (40) vel 111
24.421s | tick 13676 | track 1 | ch 1 | Note Off E3 (52) vel 111
24.429s | tick 13680 | track 1 | ch 2 | Note Off E3 (52) vel 111
24.457s | tick 13696 | track 1 | ch 1 | Note Off E2 (40) vel 111
24.457s | tick 13696 | track 1 | ch 2 | Note Off E2 (40) vel 111
24.536s | tick 13740 | track 1 | ch 10 | Note On A#2 (46) vel 71
24.543s | tick 13744 | track 1 | ch 1 | Note On E2 (40) vel 108
24.543s | tick 13744 | track 1 | ch 3 | Note On E2 (40) vel 89
24.543s | tick 13744 | track 1 | ch 10 | Note On C2 (36) vel 122
24.550s | tick 13748 | track 1 | ch 2 | Note On E2 (40) vel 108
24.614s | tick 13784 | track 1 | ch 10 | Note Off C2 (36) vel 122
24.636s | tick 13796 | track 1 | ch 10 | Note Off A#2 (46) vel 122
24.664s | tick 13812 | track 1 | ch 3 | Note Off E2 (40) vel 89
24.679s | tick 13820 | track 1 | ch 1 | Note On D3 (50) vel 110
24.679s | tick 13820 | track 1 | ch 10 | Note On C2 (36) vel 122
24.686s | tick 13824 | track 1 | ch 2 | Note On D3 (50) vel 110
24.714s | tick 13840 | track 1 | ch 1 | Note Off E2 (40) vel 110
24.721s | tick 13844 | track 1 | ch 2 | Note Off E2 (40) vel 110
24.764s | tick 13868 | track 1 | ch 10 | Note Off C2 (36) vel 122
24.814s | tick 13896 | track 1 | ch 1 | Note Off D3 (50) vel 110
24.814s | tick 13896 | track 1 | ch 1 | Note On E2 (40) vel 114
24.814s | tick 13896 | track 1 | ch 3 | Note On E2 (40) vel 98
24.814s | tick 13896 | track 1 | ch 10 | Note On E2 (40) vel 120
24.821s | tick 13900 | track 1 | ch 2 | Note Off D3 (50) vel 110
24.821s | tick 13900 | track 1 | ch 2 | Note On E2 (40) vel 114
24.821s | tick 13900 | track 1 | ch 10 | Note On A#2 (46) vel 73
24.857s | tick 13920 | track 1 | ch 1 | Note Off E2 (40) vel 114
24.857s | tick 13920 | track 1 | ch 2 | Note Off E2 (40) vel 114
24.900s | tick 13944 | track 1 | ch 10 | Note Off E2 (40) vel 73
24.907s | tick 13948 | track 1 | ch 10 | Note Off A#2 (46) vel 73
24.929s | tick 13960 | track 1 | ch 3 | Note Off E2 (40) vel 98
24.950s | tick 13972 | track 1 | ch 1 | Note On E2 (40) vel 115
24.957s | tick 13976 | track 1 | ch 2 | Note On E2 (40) vel 115
25.029s | tick 14016 | track 1 | ch 1 | Note Off E2 (40) vel 115
25.036s | tick 14020 | track 1 | ch 2 | Note Off E2 (40) vel 115
25.086s | tick 14048 | track 1 | ch 1 | Note On G4 (67) vel 112
25.086s | tick 14048 | track 1 | ch 3 | Note On E2 (40) vel 104
25.086s | tick 14048 | track 1 | ch 10 | Note On C2 (36) vel 82
25.093s | tick 14052 | track 1 | ch 2 | Note On B4 (71) vel 112
25.093s | tick 14052 | track 1 | ch 10 | Note On D3 (50) vel 91
25.100s | tick 14056 | track 1 | ch 10 | Note On E2 (40) vel 82
25.121s | tick 14068 | track 1 | ch 10 | Note Off C2 (36) vel 82
25.136s | tick 14076 | track 1 | ch 10 | Note Off D3 (50) vel 82
25.143s | tick 14080 | track 1 | ch 10 | Note Off E2 (40) vel 82
25.157s | tick 14088 | track 1 | ch 1 | Note Off G4 (67) vel 112
25.157s | tick 14088 | track 1 | ch 1 | Note On E4 (64) vel 105
25.164s | tick 14092 | track 1 | ch 2 | Note Off B4 (71) vel 112
25.164s | tick 14092 | track 1 | ch 2 | Note On G4 (67) vel 105
25.207s | tick 14116 | track 1 | ch 3 | Note Off E2 (40) vel 104
25.221s | tick 14124 | track 1 | ch 1 | Note Off E4 (64) vel 105
25.221s | tick 14124 | track 1 | ch 1 | Note On B3 (59) vel 112
25.221s | tick 14124 | track 1 | ch 10 | Note On C2 (36) vel 92
25.229s | tick 14128 | track 1 | ch 2 | Note Off G4 (67) vel 105
25.229s | tick 14128 | track 1 | ch 2 | Note On E4 (64) vel 112
25.264s | tick 14148 | track 1 | ch 10 | Note Off C2 (36) vel 92
25.293s | tick 14164 | track 1 | ch 1 | Note Off B3 (59) vel 112
25.293s | tick 14164 | track 1 | ch 1 | Note On E4 (64) vel 103
25.300s | tick 14168 | track 1 | ch 2 | Note Off E4 (64) vel 112
25.300s | tick 14168 | track 1 | ch 2 | Note On G4 (67) vel 103
25.357s | tick 14200 | track 1 | ch 1 | Note Off E4 (64) vel 103
25.357s | tick 14200 | track 1 | ch 1 | Note On G4 (67) vel 111
25.357s | tick 14200 | track 1 | ch 3 | Note On E2 (40) vel 98
25.357s | tick 14200 | track 1 | ch 10 | Note On C2 (36) vel 92
25.364s | tick 14204 | track 1 | ch 2 | Note Off G4 (67) vel 103
25.364s | tick 14204 | track 1 | ch 2 | Note On B4 (71) vel 111
25.371s | tick 14208 | track 1 | ch 10 | Note On E2 (40) vel 85
25.379s | tick 14212 | track 1 | ch 10 | Note On B2 (47) vel 85
25.400s | tick 14224 | track 1 | ch 10 | Note Off C2 (36) vel 85
25.407s | tick 14228 | track 1 | ch 10 | Note Off E2 (40) vel 85
25.421s | tick 14236 | track 1 | ch 10 | Note Off B2 (47) vel 85
25.429s | tick 14240 | track 1 | ch 1 | Note Off G4 (67) vel 111
25.429s | tick 14240 | track 1 | ch 1 | Note On E4 (64) vel 102
25.436s | tick 14244 | track 1 | ch 2 | Note Off B4 (71) vel 111
25.436s | tick 14244 | track 1 | ch 2 | Note On G4 (67) vel 102
25.471s | tick 14264 | track 1 | ch 3 | Note Off E2 (40) vel 98
25.500s | tick 14280 | track 1 | ch 1 | Note Off E4 (64) vel 102
25.500s | tick 14280 | track 1 | ch 1 | Note On G4 (67) vel 113
25.500s | tick 14280 | track 1 | ch 10 | Note On C2 (36) vel 93
25.500s | tick 14280 | track 1 | ch 2 | Note Off G4 (67) vel 102
25.500s | tick 14280 | track 1 | ch 2 | Note On B4 (71) vel 113
25.543s | tick 14304 | track 1 | ch 10 | Note Off C2 (36) vel 93
25.564s | tick 14316 | track 1 | ch 1 | Note Off G4 (67) vel 113
25.564s | tick 14316 | track 1 | ch 1 | Note On B4 (71) vel 103
25.571s | tick 14320 | track 1 | ch 2 | Note Off B4 (71) vel 113
25.571s | tick 14320 | track 1 | ch 2 | Note On E5 (76) vel 103
25.636s | tick 14356 | track 1 | ch 1 | Note Off B4 (71) vel 103
25.636s | tick 14356 | track 1 | ch 1 | Note On G4 (67) vel 111
25.636s | tick 14356 | track 1 | ch 3 | Note On E2 (40) vel 92
25.636s | tick 14356 | track 1 | ch 10 | Note On C2 (36) vel 87
25.636s | tick 14356 | track 1 | ch 2 | Note Off E5 (76) vel 103
25.636s | tick 14356 | track 1 | ch 2 | Note On B4 (71) vel 111
25.657s | tick 14368 | track 1 | ch 10 | Note On A2 (45) vel 93
25.664s | tick 14372 | track 1 | ch 10 | Note On E2 (40) vel 91
25.679s | tick 14380 | track 1 | ch 10 | Note Off C2 (36) vel 91
25.700s | tick 14392 | track 1 | ch 10 | Note Off A2 (45) vel 91
25.700s | tick 14392 | track 1 | ch 1 | Note Off G4 (67) vel 111
25.700s | tick 14392 | track 1 | ch 1 | Note On E4 (64) vel 101
25.700s | tick 14392 | track 1 | ch 10 | Note Off E2 (40) vel 91
25.707s | tick 14396 | track 1 | ch 2 | Note Off B4 (71) vel 111
25.707s | tick 14396 | track 1 | ch 2 | Note On G4 (67) vel 101
25.743s | tick 14416 | track 1 | ch 3 | Note Off E2 (40) vel 92
25.771s | tick 14432 | track 1 | ch 1 | Note Off E4 (64) vel 101
25.771s | tick 14432 | track 1 | ch 1 | Note On G4 (67) vel 112
25.771s | tick 14432 | track 1 | ch 10 | Note On C2 (36) vel 93
25.771s | tick 14432 | track 1 | ch 2 | Note Off G4 (67) vel 101
25.771s | tick 14432 | track 1 | ch 2 | Note On B4 (71) vel 112
25.814s | tick 14456 | track 1 | ch 10 | Note Off C2 (36) vel 93
25.836s | tick 14468 | track 1 | ch 1 | Note Off G4 (67) vel 112
25.836s | tick 14468 | track 1 | ch 1 | Note On E4 (64) vel 103
25.843s | tick 14472 | track 1 | ch 2 | Note Off B4 (71) vel 112
25.843s | tick 14472 | track 1 | ch 2 | Note On G4 (67) vel 103
25.907s | tick 14508 | track 1 | ch 1 | Note Off E4 (64) vel 103
25.907s | tick 14508 | track 1 | ch 1 | Note On G4 (67) vel 110
25.907s | tick 14508 | track 1 | ch 3 | Note On E2 (40) vel 104
25.907s | tick 14508 | track 1 | ch 10 | Note On C2 (36) vel 93
25.914s | tick 14512 | track 1 | ch 2 | Note Off G4 (67) vel 103
25.914s | tick 14512 | track 1 | ch 2 | Note On B4 (71) vel 110
25.929s | tick 14520 | track 1 | ch 10 | Note On E2 (40) vel 90
25.936s | tick 14524 | track 1 | ch 10 | Note On F2 (41) vel 73
25.950s | tick 14532 | track 1 | ch 10 | Note Off C2 (36) vel 73
25.964s | tick 14540 | track 1 | ch 10 | Note Off E2 (40) vel 73
25.971s | tick 14544 | track 1 | ch 10 | Note Off F2 (41) vel 73
25.971s | tick 14544 | track 1 | ch 1 | Note Off G4 (67) vel 110
25.971s | tick 14544 | track 1 | ch 1 | Note On B4 (71) vel 100
25.979s | tick 14548 | track 1 | ch 2 | Note Off B4 (71) vel 110
25.979s | tick 14548 | track 1 | ch 2 | Note On E5 (76) vel 100
26.014s | tick 14568 | track 1 | ch 3 | Note Off E2 (40) vel 104
26.043s | tick 14584 | track 1 | ch 1 | Note Off B4 (71) vel 100
26.043s | tick 14584 | track 1 | ch 1 | Note On E5 (76) vel 113
26.043s | tick 14584 | track 1 | ch 10 | Note On C2 (36) vel 93
26.050s | tick 14588 | track 1 | ch 2 | Note Off E5 (76) vel 100
26.050s | tick 14588 | track 1 | ch 2 | Note On G5 (79) vel 113
26.057s | tick 14592 | track 1 | ch 10 | Note On E2 (40) vel 91
26.057s | tick 14592 | track 1 | ch 10 | Note On F2 (41) vel 88
26.086s | tick 14608 | track 1 | ch 10 | Note Off C2 (36) vel 88
26.093s | tick 14612 | track 1 | ch 10 | Note Off E2 (40) vel 88
26.107s | tick 14620 | track 1 | ch 10 | Note Off F2 (41) vel 88
26.107s | tick 14620 | track 1 | ch 1 | Note Off E5 (76) vel 113
26.107s | tick 14620 | track 1 | ch 1 | Note On G5 (79) vel 103
26.114s | tick 14624 | track 1 | ch 2 | Note Off G5 (79) vel 113
26.114s | tick 14624 | track 1 | ch 2 | Note On B5 (83) vel 103
26.179s | tick 14660 | track 1 | ch 1 | Note Off G5 (79) vel 103
26.179s | tick 14660 | track 1 | ch 1 | Note On A2 (45) vel 108
26.179s | tick 14660 | track 1 | ch 3 | Note On A1 (33) vel 86
26.179s | tick 14660 | track 1 | ch 10 | Note On C2 (36) vel 118
26.179s | tick 14660 | track 1 | ch 10 | Note On D#3 (51) vel 112
26.186s | tick 14664 | track 1 | ch 2 | Note Off B5 (83) vel 103
26.186s | tick 14664 | track 1 | ch 2 | Note On A2 (45) vel 108
26.214s | tick 14680 | track 1 | ch 1 | Note Off A2 (45) vel 108
26.221s | tick 14684 | track 1 | ch 2 | Note Off A2 (45) vel 108
26.264s | tick 14708 | track 1 | ch 10 | Note Off D#3 (51) vel 112
26.279s | tick 14716 | track 1 | ch 3 | Note Off A1 (33) vel 86
26.293s | tick 14724 | track 1 | ch 10 | Note Off C2 (36) vel 112
26.314s | tick 14736 | track 1 | ch 1 | Note On A2 (45) vel 114
26.321s | tick 14740 | track 1 | ch 2 | Note On A2 (45) vel 114
26.450s | tick 14812 | track 1 | ch 1 | Note On A3 (57) vel 114
26.450s | tick 14812 | track 1 | ch 3 | Note On A1 (33) vel 92
26.450s | tick 14812 | track 1 | ch 10 | Note On E2 (40) vel 118
26.450s | tick 14812 | track 1 | ch 10 | Note On D#3 (51) vel 116
26.457s | tick 14816 | track 1 | ch 2 | Note On A3 (57) vel 114
26.471s | tick 14824 | track 1 | ch 1 | Note Off A2 (45) vel 114
26.479s | tick 14828 | track 1 | ch 2 | Note Off A2 (45) vel 114
26.521s | tick 14852 | track 1 | ch 10 | Note Off D#3 (51) vel 116
26.543s | tick 14864 | track 1 | ch 10 | Note Off E2 (40) vel 116
26.557s | tick 14872 | track 1 | ch 3 | Note Off A1 (33) vel 92
26.586s | tick 14888 | track 1 | ch 1 | Note Off A3 (57) vel 114
26.586s | tick 14888 | track 1 | ch 1 | Note On A2 (45) vel 110
26.586s | tick 14888 | track 1 | ch 2 | Note Off A3 (57) vel 114
26.593s | tick 14892 | track 1 | ch 2 | Note On A2 (45) vel 110
26.629s | tick 14912 | track 1 | ch 1 | Note Off A2 (45) vel 110
26.636s | tick 14916 | track 1 | ch 2 | Note Off A2 (45) vel 110
26.721s | tick 14964 | track 1 | ch 1 | Note On A2 (45) vel 110
26.721s | tick 14964 | track 1 | ch 3 | Note On A1 (33) vel 86
26.721s | tick 14964 | track 1 | ch 10 | Note On C2 (36) vel 116
26.721s | tick 14964 | track 1 | ch 10 | Note On D#3 (51) vel 116
26.729s | tick 14968 | track 1 | ch 2 | Note On A2 (45) vel 110
26.793s | tick 15004 | track 1 | ch 10 | Note Off C2 (36) vel 116
26.807s | tick 15012 | track 1 | ch 10 | Note Off D#3 (51) vel 116
26.829s | tick 15024 | track 1 | ch 3 | Note Off A1 (33) vel 86
26.857s | tick 15040 | track 1 | ch 1 | Note On G3 (55) vel 111
26.857s | tick 15040 | track 1 | ch 10 | Note On C2 (36) vel 118
26.864s | tick 15044 | track 1 | ch 2 | Note On G3 (55) vel 111
26.879s | tick 15052 | track 1 | ch 1 | Note Off A2 (45) vel 111
26.886s | tick 15056 | track 1 | ch 2 | Note Off A2 (45) vel 111
26.950s | tick 15092 | track 1 | ch 10 | Note Off C2 (36) vel 118
